,userid,placeid,rating,food_rating,service_rating,ulatitude,ulongitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,upays_amex,upays_debit,upays_cash,upays_mastercard,upays_visa,ucuisine_afghan,ucuisine_american,ucuisine_bakery,ucuisine_bar,ucuisine_barbecue,ucuisine_breakfast-brunch,ucuisine_burgers,ucuisine_cafe-coffee_shop,ucuisine_cafeteria,ucuisine_chinese,ucuisine_contemporary,ucuisine_deli-sandwiches,ucuisine_dessert-ice_cream,ucuisine_diner,ucuisine_eastern_european,ucuisine_family,ucuisine_fast_food,ucuisine_game,ucuisine_hot_dogs,ucuisine_italian,ucuisine_japanese,ucuisine_juice,ucuisine_latin_american,ucuisine_lebanese,ucuisine_mexican,ucuisine_moroccan,ucuisine_pizzeria,ucuisine_regional,ucuisine_sushi,ucuisine_tex-mex,utotal_cuisine,latitude,longitude,city,state,alcohol,smoking_area,dress_code,accessibility,price,rambience,franchise,area,other_services,has_url,parking_fee,parking_none,parking_public,parking_street,parking_valet,parking_validated,parking_yes,rcuisine_american,rcuisine_asian,rcuisine_bakery,rcuisine_bar,rcuisine_bar_pub_brewery,rcuisine_burgers,rcuisine_cafe-coffee_shop,rcuisine_cafeteria,rcuisine_chinese,rcuisine_contemporary,rcuisine_deli-sandwiches,rcuisine_dutch-belgian,rcuisine_family,rcuisine_fast_food,rcuisine_french,rcuisine_german,rcuisine_greek,rcuisine_hot_dogs,rcuisine_international,rcuisine_italian,rcuisine_japanese,rcuisine_juice,rcuisine_latin_american,rcuisine_mediterranean,rcuisine_mexican,rcuisine_pizzeria,rcuisine_seafood,rcuisine_steaks,rcuisine_sushi,rcuisine_vegetarian,rtotal_cuisine,accepts_amex,accepts_debit,accepts_cash,accepts_mastercard,accepts_visa
10,u1067,132733,1,1,1,23.752269,-99.168605,False,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,1,1.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7527071,-99.1625655,victoria,tamaulipas,No_Alcohol_Served,not permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
11,u1067,132732,1,2,2,23.752269,-99.168605,False,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,1,1.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7543569,-99.171288,victoria,tamaulipas,No_Alcohol_Served,none,casual,completely,0,familiar,False,open,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,u1067,132630,1,0,1,23.752269,-99.168605,False,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,1,1.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7529305,-99.1644725,victoria,tamaulipas,No_Alcohol_Served,none,informal,completely,0,familiar,False,closed,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,u1067,135104,0,0,0,23.752269,-99.168605,False,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,1,1.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.752982100000004,-99.16843409999998,sanluispotos,sanluispotos,Full_Bar,not permitted,informal,completely,1,familiar,True,closed,variety,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
14,u1067,132560,1,0,0,23.752269,-99.168605,False,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,1,1.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.752304100000003,-99.1669133,victoria,tamaulipas,No_Alcohol_Served,permitted,informal,no_accessibility,0,familiar,False,open,none,False,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,u1103,132584,1,2,1,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7523648,-99.1652879,sanluispotos,sanluispotos,No_Alcohol_Served,not permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,u1103,132732,0,0,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7543569,-99.171288,victoria,tamaulipas,No_Alcohol_Served,none,casual,completely,0,familiar,False,open,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,u1103,132630,1,2,0,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7529305,-99.1644725,victoria,tamaulipas,No_Alcohol_Served,none,informal,completely,0,familiar,False,closed,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,u1103,132613,2,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7529035,-99.165076,victoria,tamaulipas,No_Alcohol_Served,permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,u1103,132667,1,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7526973,-99.1633594,victoria,tamaulipas,No_Alcohol_Served,none,informal,completely,0,familiar,True,closed,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,u1103,135104,1,2,0,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.752982100000004,-99.16843409999998,sanluispotos,sanluispotos,Full_Bar,not permitted,informal,completely,1,familiar,True,closed,variety,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
21,u1103,132663,1,0,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7525107,-99.1669536,victoria,tamaulipas,No_Alcohol_Served,none,informal,completely,0,familiar,False,closed,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,u1103,132733,2,2,2,23.752265,-99.16859,False,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,1,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7527071,-99.1625655,victoria,tamaulipas,No_Alcohol_Served,not permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
23,u1107,132660,2,2,1,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,unknown,blue,87,2,1.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.752942800000003,-99.1646791,victoria,tamaulipas,No_Alcohol_Served,none,informal,completely,0,familiar,False,closed,none,False,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,u1107,132584,2,2,2,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,unknown,blue,87,2,1.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7523648,-99.1652879,sanluispotos,sanluispotos,No_Alcohol_Served,not permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,u1107,132733,2,2,2,23.742409,-99.171889,False,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,unknown,blue,87,2,1.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.7527071,-99.1625655,victoria,tamaulipas,No_Alcohol_Served,not permitted,informal,completely,1,familiar,True,closed,none,False,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
26,u1044,135088,2,2,2,18.95298,-99.260789,True,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,1,1.73,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.8760113,-99.2198896,cuernavaca,morelos,No_Alcohol_Served,not permitted,informal,no_accessibility,0,quiet,False,closed,none,True,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
